"PO031715_24"	"GEO012315_21"	"NA021015_30"	"YS121316_30"	"JUK07_37.1"	"JB021108_07.1"	"JB021108_48.1"	"BOR07_22"	"GEO020414_9_300"
"X1491"	NA	0	0	-0.0233	-0.0286	NA	0	-0.05	NA
"X14912"	-0.0943	-0.0667	-0.0714	0	NA	-0.1071	-0.087	NA	-0.1176
"X14915"	0.2727	0.1584	0	0	NA	0	-0.0323	0	0
"X14918"	NA	NA	NA	0	NA	NA	NA	-0.0286	NA
"X14932"	NA	NA	0	0	0.3372	0	NA	-0.0256	NA
"X14935"	-0.1739	-0.24	-0.2727	-0.3548	-0.3069	-0.125	-0.1429	-0.52	-0.3103
"X14938"	-0.1281	-0.1364	-0.2162	-0.1429	0.0977	0.202	0.0741	0.2696	-0.0734
"X14939"	0.4817	-0.2955	-0.12	0	-0.0303	0.308	0.1969	-0.0303	0.0526
"X14946"	-0.0357	-0.0877	NA	-0.05	0.3968	-0.0833	0	-0.05	-0.1053
"X14958"	-0.037	-0.2157	-0.1111	-0.0244	0.4667	-0.1481	-0.2	0.1593	0.2453
"X14959"	-0.037	-0.0847	0.3182	-0.1351	0.0732	-0.0741	-0.0638	-0.0678	0
"X14961"	-0.0741	-0.1034	-0.0345	NA	-0.0909	-0.0566	-0.1	NA	0.3407
"X14962"	-0.0769	-0.0492	0.6512	NA	-0.0857	-0.0612	-0.0204	-0.0588	-0.1429
"X14965"	NA	0	0	NA	-0.0256	NA	-0.0323	NA	-0.0256
"X14966"	-0.2571	-0.25	-0.0435	-0.0769	0	-0.2667	-0.1724	-0.027	0.2455
"X14968"	0	-0.0909	-0.0909	-0.0769	-0.027	-0.0303	-0.027	NA	-0.037
"X14972"	-0.1013	0.0336	0	-0.0323	-0.0286	0.4811	0.1589	-0.0909	0.0079
"X14977"	-0.0545	-0.0159	-0.0345	NA	-0.05	1	-0.0588	NA	0
"X14978"	-0.2544	0.0983	-0.3333	-0.3548	-0.1409	0.0181	-0.0213	0.083	0.2165
"X14982"	0.4667	0.3514	1	0.4545	0.1875	-0.037	0.4545	0.1589	0.7311
"X14985"	-0.0175	NA	NA	0	0.6538	NA	0	-0.0556	0
"X14992"	-0.2609	-0.0146	-0.1111	0	0.5041	-0.1993	-0.1724	0	-0.1429
"X14994"	0.275	-0.0492	-0.0345	-0.0244	0.2453	-0.0357	-0.0204	NA	0
"X14995"	0.3221	0.1107	-0.1304	-0.1034	0.3036	-0.2857	-0.1429	0.0221	-0.2258
"X14999"	-0.0175	-0.0159	-0.0345	-0.1579	-0.05	NA	0	-0.0256	NA
"X15001"	-0.0175	-0.0159	-0.0345	NA	NA	NA	NA	NA	1
"X15005"	NA	NA	0	-0.0526	-0.0256	NA	NA	-0.1176	NA
"X15020"	0	0	-0.037	-0.211	-0.125	NA	-0.0526	-0.3103	NA
"X15032"	0	0	0	0	-0.0526	0	-0.027	-0.027	0
"X15033"	0.1018	0.4797	0	-0.05	0.1461	-0.0333	-0.1429	-0.0526	-0.027
"X15034"	0	NA	-0.0714	0.3226	-0.0811	-0.0164	NA	-0.0526	0
"X1504"	0.0224	-0.0473	-0.26	0.3131	0.1346	-0.125	-0.3158	-0.1667	0.131
"X15040"	-0.2083	-0.2075	-0.1345	0.1474	0.3131	-0.1707	-0.1579	0.0977	-0.0811
"X15047"	NA	NA	NA	NA	-0.1176	0	NA	-0.0811	NA
"X15049"	0	0	NA	-0.1579	0.5041	-0.0175	0	-0.1351	0
"X15053"	-0.1837	-0.2549	-0.25	-0.0661	0.5422	-0.24	0.2911	0.2432	-0.0411
"X15054"	-0.0741	-0.1852	0	NA	-0.0556	-0.0508	-0.1111	NA	0.4684
"X15059"	NA	NA	NA	NA	-0.05	-0.0164	-0.0417	-0.0244	-0.0256
"X15060"	NA	0	NA	NA	-0.05	0	0	NA	NA
"X15073"	-0.0741	-0.0847	-0.0714	-0.05	-0.1515	-0.0588	0.1892	-0.0256	-0.125
"X15081"	NA	NA	NA	-0.0233	0.5	NA	NA	-0.05	NA
"X15083"	-0.16	-0.1429	-0.1111	-0.0476	0	-0.1273	-0.1429	-0.1351	0.088
"X15084"	NA	NA	NA	NA	-0.0556	NA	NA	NA	NA
"X15090"	NA	-0.0159	NA	NA	NA	0.3603	-0.0222	NA	NA
"X15096"	0.1018	-0.3132	-0.0345	-0.1351	0.0455	-0.1556	-0.2941	-0.1111	0.0221
"X15097"	0	NA	NA	NA	-0.0256	NA	NA	NA	NA
"X15100"	NA	-0.0159	NA	NA	0.2453	NA	0	-0.0323	NA
"X15101"	-0.1317	-0.3861	-0.0976	-0.0041	-0.0329	-0.1465	0.0741	-0.2618	0.0148
"X15103"	-0.234	-0.1985	-0.3043	-0.0843	0.3151	-0.1233	-0.3714	-0.1786	0.2075
"X15104"	0.4569	-0.0345	0.7742	NA	-0.2121	0.4757	-0.1111	-0.1111	0.5
"X15108"	NA	0	0	-0.0476	-0.0244	NA	NA	0	NA
"X15109"	-0.0741	-0.0667	-0.0345	0.2542	-0.0244	-0.1429	0.2615	-0.1111	-0.0256
"X15112"	NA	-0.0492	-0.0345	0	0	NA	NA	-0.1667	NA
"X15115"	-0.0182	0	0	NA	-0.027	-0.0323	0	NA	NA
"X15118"	-0.0175	-0.0492	0	-0.0769	-0.0286	-0.0204	0	NA	0
"X1512"	-0.1429	-0.1481	0.0845	-0.0286	-0.0244	-0.2258	-0.0625	-0.0857	-0.2353
"X15120"	0.0794	-0.242	0.125	-0.284	0.1231	-0.0182	0.1694	-0.1818	-0.1484
"X15121"	0	NA	-0.0345	-0.0233	1	NA	NA	0	NA
"X15125"	-0.0545	-0.069	-0.0345	-0.0556	-0.0286	0.5	-0.0323	-0.0857	-0.0556
"X15126"	-0.0175	-0.0323	NA	-0.0233	-0.05	NA	NA	0.4648	NA
"X15131"	0	0	0	NA	-0.0323	0	0	0	NA
"X15138"	1	-0.0159	NA	NA	NA	-0.0169	0	0	-0.0286
"X15140"	0	NA	0	-0.1282	NA	NA	NA	0.4667	NA
"X15147"	-0.0741	0.0725	-0.1538	0.1667	0	0.4725	-0.0811	-0.1034	0
"X15151"	0	0.2012	0	0.24	-0.0769	0.7843	0.4545	0.3836	1
"X15155"	-0.0741	-0.069	NA	NA	0	NA	-0.0323	NA	NA
"X15156"	0.0508	0.0336	-0.25	0.6238	0.3407	-0.0633	-0.15	0.1667	0.0977
"X15161"	-0.1387	0.0144	-0.3043	0.0411	-0.2706	-0.275	0.0909	0.3214	-0.0435
"X15165"	-0.1837	-0.2917	-0.0714	0.1064	-0.0526	-0.3103	-0.1852	-0.027	0.1617
"X15172"	0.4757	-0.0508	0	NA	-0.0857	1	-0.0968	0	NA
"X15176"	0.4766	NA	0	0.6545	-0.0588	0	NA	NA	0
"X15181"	-0.0357	-0.1923	NA	-0.027	0.4667	0.2012	-0.0952	0	-0.1111
"X15183"	0	-0.0159	NA	NA	0.6545	0	NA	NA	-0.027
"X1519"	0.0151	-0.2075	-0.25	0.0455	0.0212	-0.0508	0.3455	-0.2258	-0.1429
"X15192"	-0.1154	0.4797	-0.0714	NA	-0.0286	-0.027	-0.1429	-0.0556	-0.0286
"X15194"	-0.0175	NA	NA	-0.1	0	NA	NA	0	0
"X15206"	-0.0741	-0.0667	-0.1111	-0.0476	0	-0.0877	0.6575	-0.1667	0
"X15213"	-0.1111	-0.0943	0.1176	-0.0526	-0.0303	0.3437	0.5918	-0.1429	0.2826
"X15216"	NA	0	0	NA	-0.0625	NA	NA	0	NA
"X15217"	0	NA	0	0.3465	0	NA	NA	-0.1765	NA
"X15219"	0.1139	0.0495	-0.25	0.0584	0.069	0.1562	-0.011	-0.1215	0.3066
"X15222"	0.1512	0.0336	-0.0714	0.0638	-0.0769	0.275	0.4713	0.1732	-0.0588
"X15228"	-0.2632	-0.3404	-0.1321	-0.0286	-0.0085	-0.0974	-0.4266	-0.1753	0.2881
"X1523"	-0.0182	-0.0159	NA	0	-0.0303	NA	0	0	NA
"X15231"	-0.1013	-0.1852	-0.3043	-0.1579	0.0148	0.0217	-0.0181	-0.2	0.1617
"X15238"	NA	NA	NA	-0.05	-0.027	NA	NA	0	NA
"X15241"	0	NA	0	-0.05	0	NA	NA	NA	NA
"X15244"	-0.125	0.2508	-0.25	0.1742	-0.0857	-0.0667	-0.0303	0.2432	0.2969
"X15246"	0.1553	-0.3208	-0.2397	-0.1172	-0.2621	0.049	0.1628	0.0411	0.088
"X15248"	-0.0943	-0.2549	-0.1111	0	-0.0526	0	0.2542	-0.0526	-0.0588
"X15250"	-0.2609	-0.2955	0.0323	-0.3219	0.2455	0.3348	-0.011	-0.4286	-0.2903
"X15254"	-0.0175	-0.0175	0.3115	-0.1053	-0.0556	-0.0357	-0.0222	0.25	-0.027
"X15255"	NA	NA	NA	NA	-0.0526	NA	NA	NA	NA
"X15256"	0	0.0725	NA	NA	NA	-0.0508	-0.0417	NA	NA
"X1526"	-0.0175	-0.0847	0	0	0	-0.0164	0	0	NA
"X15260"	-0.0357	-0.0159	0	0	NA	-0.0345	0.6571	NA	NA
"X15262"	0.4775	0	-0.12	-0.0588	0.5588	NA	NA	0.5676	NA
"X15263"	-0.1154	-0.24	-0.1111	-0.1111	0.4576	-0.0566	-0.0667	-0.2	0.3725
"X15265"	0	0	-0.0714	-0.012	-0.0256	NA	-0.0323	-0.2258	-0.0244
"X15267"	-0.1837	-0.0031	-0.0714	-0.1	-0.0526	0.1107	-0.0638	-0.2353	0.1742
"X15272"	NA	0	0	0	0.3437	-0.0175	NA	0	NA
"X15279"	-0.139	0.1436	-0.3043	0.1667	-0.0526	0.6066	-0.2353	-0.0811	-0.1053
"X1528"	-0.0247	-0.2308	-0.0714	-0.0244	-0.1429	0.1064	0.2615	-0.1053	0.3437
"X15280"	NA	0	-0.0909	0	0	NA	NA	-0.027	0
"X15282"	-0.0741	0.0336	-0.1111	0.1316	0.3226	-0.0508	-0.087	-0.4483	-0.1351
"X15283"	-0.1837	-0.0667	-0.0714	-0.1667	-0.0588	0.3034	-0.0952	-0.0526	-0.0857
"X15284"	0.6588	-0.0877	NA	-0.027	0.3091	-0.0357	0	-0.0811	1
"X15302"	-0.0545	-0.0492	0	NA	NA	0	-0.0769	NA	NA
"X15309"	-0.0741	-0.0323	NA	0	0	-0.0164	NA	-0.0857	NA
"X15312"	-0.0588	-0.0909	-0.0769	-0.0588	0	0	-0.0435	0.3407	1
"X15315"	-0.0943	0.0677	-0.0714	NA	-0.0588	-0.0256	-0.0323	NA	-0.1351
"X15322"	NA	NA	NA	NA	-0.0556	NA	NA	NA	NA
"X15323"	0.0645	-0.28	-0.4286	-0.2022	0.2245	0.1401	-0.2778	-0.0471	-0.2611
"X1533"	-0.2151	-0.2536	-0.4	0.1628	1	-0.0318	-0.1234	0.6216	-0.1613
"X15335"	-0.0741	0.479	-0.0714	0	NA	0	-0.0667	NA	-0.0526
"X15338"	NA	-0.0169	NA	NA	0.6545	NA	NA	NA	NA
"X15340"	-0.0545	-0.0159	0	0	0	0	0	NA	-0.027
"X15341"	-0.1013	-0.1163	0.2574	-0.1617	0.0909	-0.2558	-0.1234	-0.2621	0.1969
"X15342"	-0.2889	-0.1636	-0.1538	-0.0532	0.4865	0.1584	-0.1628	-0.1	-0.2414
"X15346"	0.2718	0.1805	0.4146	0.2245	0.0526	0.6104	0.2075	0.2245	0.4366
"X1535"	-0.0357	-0.0877	NA	0	-0.0256	-0.0256	0	0	0
"X15352"	-0.0943	-0.0333	0	-0.1	-0.1765	-0.1304	0	-0.0857	0
"X15353"	-0.294	-0.0814	-0.3043	-0.2222	0.24	0.2059	0.0571	-0.2	-0.1504
"X15357"	NA	NA	NA	NA	0.25	NA	NA	NA	0
"X1537"	-0.0357	-0.1034	-0.0345	0	-0.0244	0.3617	0	-0.0556	0
"X15371"	NA	NA	NA	-0.0256	0.6545	NA	NA	NA	NA
"X15377"	0.2033	-0.6204	-0.5	0.1392	-0.1852	0.0794	-0.3529	0.1849	0.2165
"X15379"	-0.0545	-0.0847	0.4545	-0.0811	-0.0244	0	0	-0.05	-0.0256
"X15381"	NA	NA	NA	-0.0476	0	NA	NA	0	NA
"X15382"	NA	NA	NA	NA	0.6531	NA	NA	NA	NA
"X15393"	-0.1739	0.2809	-0.1667	-0.1667	-0.037	-0.037	-0.1579	-0.125	-0.0667
"X15396"	-0.1281	-0.2776	-0.2397	-0.1984	0.1474	-0.0836	0.0411	0.1047	0.0155
"X15399"	0	NA	NA	-0.0303	NA	NA	NA	0	NA
"X15400"	NA	NA	0	-0.0244	-0.0286	NA	NA	-0.0769	0
"X15401"	NA	NA	0	-0.0476	0	NA	0	0.3437	NA
"X15410"	-0.0331	-0.1896	-0.2162	-0.123	0.2432	-0.1089	0.1791	-0.2857	0.2075
"X15417"	-0.0633	-0.0541	-0.2	0.3433	0.3725	-0.1634	0.36	0.0909	0.1667
"X15422"	-0.04	-0.0877	0.6486	NA	NA	0.6522	-0.0435	NA	-0.027
"X15423"	-0.16	-0.1034	-0.1538	-0.2222	0.4624	0.2791	0.1273	-0.2903	-0.0286
"X15424"	-0.0213	-0.0545	-0.0714	NA	NA	-0.08	-0.05	NA	-0.0526
"X15427"	0.275	-0.0146	-0.2	-0.0323	0.2558	0.1844	-0.25	-0.0667	-0.1429
"X15429"	-0.0175	-0.0323	0	-0.0256	NA	-0.0233	-0.0526	NA	0
"X15430"	-0.037	0.6545	0	NA	NA	-0.1053	-0.0526	-0.0667	-0.0909
"X15432"	NA	NA	-0.0345	NA	1	NA	NA	NA	NA
"X15434"	-0.0545	0.3642	-0.0714	-0.0476	0	-0.0877	-0.1111	NA	NA
"X15437"	0	-0.0492	NA	NA	NA	0	0	NA	0
"X15440"	NA	NA	NA	-0.05	NA	NA	NA	-0.0769	NA
"X15441"	-0.2083	-0.2549	-0.1538	-0.1351	0.3333	0.0913	-0.0952	-0.1875	-0.1613
"X15443"	0.0068	-0.4545	0.1532	0.5579	0.0221	-0.0312	-0.0263	-0.2632	0.1942
"X15444"	-0.16	-0.1064	-0.2	-0.0244	-0.027	0.0854	-0.1111	-0.1429	0.0909
"X15445"	0	NA	-0.0714	0	NA	NA	NA	-0.1515	0
"X15446"	-0.234	-0.24	-0.1111	-0.2667	0.1414	0.0291	0	-0.2258	-0.0857
"X15448"	-0.0357	-0.0847	0	NA	NA	-0.0164	-0.0204	NA	0
"X15449"	NA	-0.0164	-0.0345	-0.0732	0.6552	NA	NA	-0.0811	NA
"X15453"	-0.0943	-0.1228	-0.0714	1	NA	-0.0303	-0.037	NA	-0.0857
"X15456"	-0.0545	-0.0159	0	NA	0.5078	NA	-0.0435	-0.0769	0
"X15461"	NA	NA	NA	NA	0.6545	NA	NA	NA	NA
"X15464"	-0.0247	-0.2308	-0.25	0.2542	-0.1333	0.0279	-0.0638	-0.0769	-0.1429
"X1547"	-0.0943	-0.0159	0	-0.0732	-0.0244	-0.1154	-0.0417	0	-0.0244
"X15472"	0.4775	-0.0492	0	-0.0233	-0.0526	-0.0164	-0.0204	0	-0.0588
"X15473"	-0.0357	-0.0667	0.4545	-0.05	-0.0286	0.5192	-0.0526	0	0
"X15474"	NA	0	-0.0714	-0.2	-0.1351	0	NA	-0.2727	NA
"X15477"	-0.0741	-0.1034	-0.0345	-0.0233	NA	-0.0169	0.4737	NA	-0.0811
"X15479"	0.0079	-0.2075	-0.1538	0	-0.05	-0.08	-0.0667	-0.0556	-0.0526
"X1548"	-0.0741	-0.0847	-0.0714	0.3465	-0.1351	-0.0526	-0.0417	0	NA
"X15491"	0	NA	NA	0	-0.027	NA	NA	NA	NA
"X15501"	-0.0331	0.0545	-0.05	-0.1172	0.0698	0.0656	0.0909	0.122	0.0909
"X15508"	-0.1373	-0.1736	0.0323	0.4667	-0.05	-0.0501	0.0789	-0.1111	-0.2727
"X1551"	-0.0175	-0.0741	NA	NA	0	0	-0.0811	NA	-0.0588
"X15511"	-0.0357	-0.1111	-0.0833	0.4134	0.24	1	-0.1613	-0.0286	-0.0556
"X15515"	0	-0.0169	0	-0.0526	0.3372	-0.027	-0.0714	-0.0857	0
"X15517"	NA	-0.0159	NA	-0.05	NA	NA	NA	NA	0
"X15518"	-0.2889	-0.4091	0.2105	-0.0909	-0.0667	-0.3171	-0.2632	-0.0769	-0.3333
"X15522"	-0.0545	-0.0847	-0.0714	-0.0476	-0.0256	-0.0698	-0.0909	-0.1429	0.6552
"X15524"	-0.037	-0.0492	-0.2	-0.1282	-0.1765	-0.0182	-0.0213	0.4648	-0.027
"X15527"	-0.0545	0.3642	-0.0714	-0.0233	-0.0909	0.4783	-0.0204	0.0977	NA
"X15533"	NA	-0.0667	-0.0345	-0.05	-0.027	0.3644	-0.1707	-0.0769	-0.1176
"X15536"	-0.0943	-0.0492	-0.0714	0	0	-0.0545	-0.0667	-0.0256	0.6531
"X1554"	-0.1154	-0.1034	0.1176	-0.1055	0.0909	0.1892	-0.1364	-0.3793	-0.1053
"X15541"	-0.1823	-0.3512	-0.3525	-0.2571	0.1969	-0.1503	0.1344	-0.027	0.2075
"X15542"	NA	NA	NA	NA	0.4667	NA	NA	NA	NA
"X15544"	NA	NA	NA	NA	NA	NA	NA	-0.0556	0
"X15545"	NA	NA	NA	-0.0256	NA	NA	NA	-0.0857	NA
"X15546"	-0.0219	-0.428	-0.1345	-0.4096	0.2857	-0.0896	0.0043	-0.4393	-0.0968
"X15547"	-0.0182	0	-0.0435	-0.1	0	0	0	-0.0244	NA
"X15555"	-0.0357	-0.0333	-0.037	-0.1111	0	NA	0	0	0.6538
"X15559"	-0.2889	-0.1399	-0.3043	0.1732	0.6545	0.2727	0.134	-0.1111	0.403
"X15567"	NA	NA	NA	-0.0476	0	NA	NA	-0.0526	NA
"X15569"	-0.0741	-0.0877	-0.2	-0.0732	-0.25	-0.1579	-0.0256	-0.1429	-0.0286
"X15571"	-0.0175	-0.0323	-0.0345	NA	NA	NA	NA	NA	0.3333
"X15573"	NA	-0.0492	NA	NA	0	0	0	-0.0244	NA
"X15578"	0	-0.0159	0.3182	0.3407	0.4627	NA	-0.0233	-0.0588	-0.027
"X15583"	0.4725	-0.0435	0	-0.1892	0.1509	-0.0333	-0.0952	-0.0256	0.3289
"X15591"	NA	-0.0323	-0.0345	-0.0556	0.4603	-0.0189	-0.05	-0.0857	NA
"X15592"	-0.04	NA	NA	NA	0	0	-0.0256	-0.0256	-0.0625
"X15595"	-0.0357	-0.0333	NA	-0.0526	NA	NA	0	-0.027	-0.0588
"X15596"	-0.16	-0.0323	-0.1111	0.3407	-0.0588	0.6582	-0.0769	-0.1613	-0.0857
"X15599"	NA	NA	NA	NA	0.234	NA	NA	0	NA
"X15600"	0	-0.0169	NA	0	0.6552	0	0	-0.0244	1
"X15607"	NA	0	0	-0.0233	-0.0256	NA	NA	0	NA
"X15613"	NA	-0.0323	-0.0345	-0.1579	0	NA	0	0.1732	0
"X15619"	-0.0741	-0.0323	0.6512	0	0.3407	-0.1818	-0.0417	-0.2121	-0.0857
"X1562"	-0.098	-0.0508	-0.0714	-0.0769	-0.027	0.0854	0.3437	-0.0526	-0.1429
"X15621"	NA	NA	NA	NA	-0.0244	NA	NA	NA	NA
"X15624"	0	-0.0323	NA	NA	NA	-0.0714	0	0	0
"X15629"	-0.0943	-0.0159	-0.0345	NA	0.6552	-0.0435	-0.05	NA	-0.0909
"X1563"	NA	NA	0	-0.05	-0.0556	NA	NA	-0.0256	NA
"X15631"	-0.1013	-0.1862	-0.3636	NA	0.4684	-0.2821	-0.0526	-0.0769	0.0455
"X15634"	0	NA	-0.0345	NA	NA	NA	NA	NA	NA
"X15641"	-0.0545	-0.1228	-0.0345	-0.1579	NA	0.3437	-0.0286	1	0.6238
"X15643"	0	0	-0.0345	-0.0244	NA	NA	NA	-0.05	NA
"X15645"	-0.2174	-0.165	-0.6116	0.2245	0.0255	0.2195	-0.1538	0.1849	-0.125
"X15647"	-0.1387	-0.176	-0.1321	-0.0233	0.4865	-0.1111	0.2063	0.1047	0.0909
"X15648"	-0.0741	-0.0323	-0.0345	0	-0.0811	0	-0.0204	NA	0
"X15649"	-0.2083	-0.24	0.2574	0.1064	0.1392	0.2542	0.3239	0.1818	0.24
"X15652"	0.1989	-0.0874	-0.1304	-0.0244	0.0495	0.3348	0.5385	0.6429	0.4915
"X15676"	NA	NA	NA	NA	0.6552	NA	NA	-0.0588	NA
"X15685"	NA	NA	NA	NA	-0.0256	NA	NA	NA	NA
"X15688"	-0.0357	-0.1034	0	NA	0	-0.069	-0.087	NA	NA
"X15690"	-0.0196	-0.0169	NA	0.4085	0	NA	NA	-0.0811	NA
"X15692"	-0.1154	-0.0492	NA	-0.2	0	-0.0612	0	0.1064	NA
"X15694"	-0.0943	-0.1034	-0.0345	NA	0	0.2453	-0.0345	NA	-0.0857
"X15701"	NA	NA	NA	-0.05	0.6531	NA	NA	-0.0556	NA
"X15706"	0.1512	0.2381	-0.1111	0.1845	0.2455	0.1512	0	0.3151	0.1509
"X15707"	-0.0357	-0.0667	-0.1538	0	1	0.1472	-0.0213	NA	-0.0286
"X15710"	0.1643	-0.1163	-0.3636	0.1667	0.0212	0.3578	0.1844	0.0148	0.5918
"X15715"	NA	0	-0.037	NA	NA	NA	-0.0345	NA	-0.0286
"X1572"	0.2955	0.1086	-0.1538	-0.0476	0.1732	-0.1923	-0.1628	0.3437	-0.1053
"X15722"	NA	NA	NA	NA	-0.0256	NA	NA	0	0
"X15723"	-0.0357	-0.0847	-0.0345	-0.0476	0	0	-0.0698	-0.1053	0
"X15724"	NA	0	0	-0.0244	-0.1111	NA	NA	NA	NA
"X15729"	-0.234	-0.28	-0.25	-0.2571	0.088	-0.1	0.234	0.0977	-0.1515
"X15734"	-0.2174	-0.1481	0.1875	0.1795	0	-0.125	0.1852	-0.1429	0.0079
"X15735"	NA	NA	NA	NA	-0.027	0	NA	-0.027	NA
"X15739"	0.3612	-0.1429	-0.0345	-0.0233	0.3372	0.4757	-0.122	0	0.4667
"X15746"	-0.0769	-0.0508	-0.1538	0.1593	-0.2	0	-0.1034	0.4648	-0.0286
"X15749"	NA	-0.0169	NA	0	-0.037	NA	NA	0.3372	NA
"X1575"	NA	NA	NA	NA	-0.0556	-0.0526	0	NA	NA
"X15756"	-0.1837	-0.1537	-0.2397	0.0043	0.088	-0.6154	-0.2632	0.0656	0.3455
"X15759"	NA	NA	NA	NA	NA	NA	NA	-0.0625	NA
"X15762"	0.198	0.1948	-0.3	0.0571	0.6056	0.1628	-0.2	0.5	0.2195
"X15765"	NA	NA	NA	NA	-0.0556	NA	0	NA	NA
"X15767"	0.1831	-0.28	0.1589	-0.1053	-0.1053	0.3278	-0.0952	-0.0811	-0.0909
"X15772"	-0.1837	-0.1698	-0.3043	0	-0.0323	-0.1126	-0.1707	NA	-0.012
"X15773"	-0.12	-0.0323	-0.0345	-0.1579	-0.0303	0	0	-0.1351	1
"X15780"	-0.0175	NA	-0.0345	-0.0526	-0.125	0	NA	-0.1351	0
"X15782"	0.4775	-0.0323	-0.0714	0	0.6545	0.6591	-0.0213	-0.0556	0
"X15783"	-0.0175	-0.0667	0	-0.05	NA	-0.0417	-0.0256	NA	NA
"X15788"	0	-0.0492	0	0	-0.05	-0.0357	NA	NA	-0.0244
"X15789"	0.0392	-0.242	-0.5789	-0.2667	0.3091	-0.1538	-0.09	-0.2903	-0.2955
"X1579"	-0.0175	NA	0	0	0	-0.037	NA	NA	1
"X15791"	0	-0.0159	NA	NA	-0.0303	0	NA	0	0
"X15795"	0	-0.0333	0	NA	-0.1875	0	0	NA	NA
"X15797"	-0.234	0.0986	-0.1321	-0.2618	-0.2903	-0.069	-0.3158	-0.3265	-0.2258
"X15799"	-0.0741	-0.0847	0	-0.05	-0.0556	-0.04	0	NA	0
"X15802"	0	-0.069	NA	0	-0.0256	-0.0357	-0.0222	NA	NA
"X15803"	-0.2874	-0.2955	-0.5789	-0.375	0.2969	0.0521	-0.2598	-0.0471	0.28
"X15806"	NA	NA	0	0	-0.1111	NA	NA	-0.0526	NA
"X15815"	-0.3182	-0.0022	0.0323	-0.3333	-0.1875	-0.1656	-0.2397	-0.2	0.2364
"X15818"	0	0	-0.0345	-0.05	0	-0.0189	-0.0204	-0.0526	-0.0303
"X15830"	-0.0943	-0.1736	-0.25	-0.2941	-0.2143	-0.2245	-0.25	-0.0843	-0.0769
"X15831"	0.2162	-0.0732	0.3182	-0.0526	0.6522	0.1549	0.3514	0.3372	0.2965
"X15843"	NA	NA	NA	NA	0.6545	NA	NA	NA	NA
"X15844"	0.0158	-0.2261	0.0164	-0.0046	0.083	0.2758	0.2698	0.0977	0.2593
"X15847"	0.2368	-0.0031	0.3182	-0.2938	-0.1667	0.2132	-0.1364	0.0521	0.7008
"X15850"	-0.0741	-0.0667	0	-0.0244	0.1732	-0.0286	0.2542	0	-0.0811
"X15852"	NA	-0.0169	-0.0435	0	0	NA	0	NA	0
"X15853"	-0.0566	-0.0323	-0.0714	-0.0769	-0.25	-0.04	-0.0667	-0.1111	-0.0909
"X15860"	-0.0247	0.1086	-0.25	-0.0303	1	0.3407	0.121	-0.0909	0.24
"X15862"	NA	0	0	-0.1111	NA	NA	NA	0.6557	NA
"X15867"	NA	NA	NA	1	NA	NA	-0.0667	-0.0286	0
"X15868"	NA	NA	NA	NA	-0.0857	NA	NA	NA	NA
"X15873"	0.1018	-0.0383	-0.05	-0.2571	-0.1176	-0.0588	-0.0909	-0.1351	0.1509
"X15874"	NA	NA	NA	-0.0476	-0.0857	0	NA	-0.027	NA
"X15876"	-0.0247	-0.0031	0.1026	0.0455	0.4627	-0.0247	-0.0952	0.4085	-0.1429
"X15879"	-0.0357	-0.0169	-0.0714	NA	0	0	-0.0213	NA	-0.0303
"X15882"	-0.0175	-0.0323	-0.0714	0.0642	-0.2121	-0.16	-0.2308	-0.0244	-0.0256
"X15884"	0.7173	0.1584	0.1875	NA	0	0.3514	-0.0769	0	0.6531
"X15888"	-0.2609	-0.1724	-0.1321	-0.0233	-0.5294	0.4134	-0.2667	0.1346	-0.1515
"X15891"	-0.0545	-0.1923	NA	NA	1	-0.027	-0.037	-0.0909	0.6522
"X15892"	0.3612	0.4797	-0.0345	NA	NA	0.2727	0.3491	0	0
"X15894"	-0.0741	-0.1273	-0.1111	-0.0244	-0.1176	NA	-0.0952	-0.0256	-0.0303
"X15896"	0	0	0.4545	0	0	0.275	-0.0213	NA	NA
"X15897"	0	-0.0159	NA	-0.0256	NA	NA	-0.0222	0	NA
"X15901"	-0.0331	-0.3953	0.0625	0.0406	-0.3784	0.0645	-0.1917	-0.2022	0.122
"X15903"	-0.1126	-0.4691	-0.2	-0.0233	NA	-0.1923	-0.4845	-0.2	0.0526
"X15907"	-0.0175	-0.0323	NA	NA	0.4684	0	NA	0	0
"X15909"	0.1831	0.011	-0.1667	-0.1351	0.3289	0.2632	0.0638	0.0221	0.1461
"X15912"	-0.3245	-0.2126	-0.3525	-0.2242	0.4299	0.1811	0.0964	-0.156	0.1845
"X15914"	-0.12	-0.1537	-0.2162	-0.0394	0.3245	0.1093	0.069	-0.1875	0.2558
"X1592"	0	0	NA	NA	0.6538	-0.0435	0	NA	NA
"X15921"	0.275	-0.0492	NA	NA	NA	-0.0612	-0.0244	NA	-0.0811
"X15928"	-0.1317	-0.1537	0.1532	-0.1429	-0.0773	0.3919	-0.0188	-0.1168	0.1064
"X1593"	0	NA	0	-0.05	NA	NA	0	-0.1053	0
"X15933"	NA	NA	NA	NA	-0.0625	0	0	NA	NA
"X15935"	-0.0175	0	1	0	-0.0256	-0.0256	0	NA	NA
"X15936"	NA	NA	NA	NA	0.3372	NA	NA	NA	NA
"X15937"	-0.1154	0.0336	0	-0.0233	-0.0256	-0.069	-0.087	-0.1765	0
